大前天	-3
大前日	-3
前天	-2
前日	-2
前一天	-1
前一日	-1
前1天	-1
前1日	-1
昨天	-1
昨日	-1
昨儿	-1
今天	0
今日	0
本日	0
这1天	0
这一天	0
那天	0
明天	1
明日	1
翌日	1
次日	1
后一天	1
后一日	1
后1天	1
后1日	1
后天	2
后日	2
大后天	3
大后日	3
大大后天	4
