1	1
2	2
3	3
4	4
5	5
6	6
7	7
日	7
天	7
一	1
二	2
三	3
四	4
五	5
六	6
七	7
六日	6,7
末	6,7
星期一	1
星期二	2
星期三	3
星期四	4
星期五	5
星期六	6
周六	6
星期日	7
星期天	7
