上旬	earlymonth
中旬	midmonth
下旬	latemonth
中上旬	earlymidmonth
中下旬	midlatemonth
月初	earlymonth
初	earlymonth
中	midmonth
月中	midmonth
末	latemonth
月末	latemonth
底	latemonth
月底	latemonth
