零零	00
一零	10
二零	20
三零	30
四零	40
五零	50
六零	60
七零	70
八零	80
九零	90
一十	10
二十	20
三十	30
四十	40
五十	50
六十	60
七十	70
八十	80
九十	90
00	00
10	10
20	20
30	30
40	40
50	50
60	60
70	70
80	80
90	90
