1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
１	1
２	2
３	3
４	4
５	5
６	6
７	7
８	8
９	9
一	1
二	2
三	3
四	4
五	5
六	6
七	7
八	8
九	9
半	0.5
十	10
两	2
两千	2000
