一	1
二	2
三	3
四	4
五	5
六	6
七	7
八	8
九	9
零	0
〇	0
半	0.5
十	10
千	1000
两	2
百	100
万	10000
亿	100000000
壹	1
贰	2
貳	2
叁	3
參	3
肆	4
伍	5
陆	6
陸	6
柒	7
捌	8
玖	9
拾	10
佰	100
仟	1000
萬	10000
億	100000000
